epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,19.2331,0.72326,0.97878,1.07484,0.98676,1,0.995,0.79992,0.73834,1.33211,1.25128,0.001208,0.001208,0.001208
22,20.0502,0.72342,0.9162,1.09388,0.98676,1,0.995,0.79992,0.73834,1.33211,1.25128,0.0011684,0.0011684,0.0011684
23,20.8723,0.7166,1.00066,1.02604,0.98676,1,0.995,0.79992,0.73834,1.33211,1.25128,0.0011288,0.0011288,0.0011288
24,21.6957,0.72188,0.98553,1.08828,0.99355,1,0.995,0.84892,0.65936,1.00812,1.22929,0.0010892,0.0010892,0.0010892
25,22.5102,0.7401,1.07804,1.11776,0.99355,1,0.995,0.84892,0.65936,1.00812,1.22929,0.0010496,0.0010496,0.0010496
26,23.4447,0.62075,0.94221,1.02559,0.99355,1,0.995,0.84892,0.65936,1.00812,1.22929,0.00101,0.00101,0.00101
27,24.3078,0.61105,0.87211,0.9984,0.99317,1,0.995,0.90267,0.46164,0.77515,1.08193,0.0009704,0.0009704,0.0009704
28,25.1474,0.56379,0.96577,1.05559,0.99317,1,0.995,0.90267,0.46164,0.77515,1.08193,0.0009308,0.0009308,0.0009308
29,25.9998,0.49986,0.77878,0.95313,0.99317,1,0.995,0.90267,0.46164,0.77515,1.08193,0.0008912,0.0008912,0.0008912
30,26.8658,0.55239,0.87033,0.99311,0.98325,1,0.995,0.90906,0.43324,0.83943,1.05691,0.0008516,0.0008516,0.0008516
31,27.7605,0.45322,0.81348,1.00091,0.98325,1,0.995,0.90906,0.43324,0.83943,1.05691,0.000812,0.000812,0.000812
32,28.6433,0.46844,0.81413,0.96767,0.98325,1,0.995,0.90906,0.43324,0.83943,1.05691,0.0007724,0.0007724,0.0007724
33,29.4577,0.53631,0.84064,1.03215,0.98325,1,0.995,0.90906,0.43324,0.83943,1.05691,0.0007328,0.0007328,0.0007328
34,30.3209,0.49514,0.77662,0.97426,0.99681,1,0.995,0.93014,0.43345,0.77437,1.04242,0.0006932,0.0006932,0.0006932
35,31.243,0.58162,0.83987,1.00485,0.99681,1,0.995,0.93014,0.43345,0.77437,1.04242,0.0006536,0.0006536,0.0006536
36,32.1337,0.45189,0.7435,0.96927,0.99681,1,0.995,0.93014,0.43345,0.77437,1.04242,0.000614,0.000614,0.000614
37,33.0044,0.47864,0.76692,0.98177,0.99992,1,0.995,0.92569,0.39924,0.77399,1.03705,0.0005744,0.0005744,0.0005744
38,33.8306,0.45423,0.72079,0.96306,0.99992,1,0.995,0.92569,0.39924,0.77399,1.03705,0.0005348,0.0005348,0.0005348
39,34.6926,0.50881,0.79499,0.95816,0.99992,1,0.995,0.92569,0.39924,0.77399,1.03705,0.0004952,0.0004952,0.0004952
40,35.5121,0.49291,0.77374,0.9374,0.99677,1,0.995,0.93716,0.38544,0.82538,1.04722,0.0004556,0.0004556,0.0004556
41,39.4711,0.36901,0.81365,0.89333,0.99677,1,0.995,0.93716,0.38544,0.82538,1.04722,0.000416,0.000416,0.000416
42,40.3057,0.55543,1.01178,1.12978,0.99677,1,0.995,0.93716,0.38544,0.82538,1.04722,0.0003764,0.0003764,0.0003764
43,41.1437,0.41921,0.80875,0.99179,0.9957,1,0.995,0.92018,0.37959,0.76802,1.0378,0.0003368,0.0003368,0.0003368
44,41.9595,0.36325,0.8449,0.93761,0.9957,1,0.995,0.92018,0.37959,0.76802,1.0378,0.0002972,0.0002972,0.0002972
45,42.8167,0.31137,0.73269,0.87289,0.9957,1,0.995,0.92018,0.37959,0.76802,1.0378,0.0002576,0.0002576,0.0002576
46,43.6803,0.36264,0.80753,0.93068,0.9952,1,0.995,0.85779,0.43733,0.77308,1.05855,0.000218,0.000218,0.000218
47,44.4839,0.2844,0.74551,0.85025,0.9952,1,0.995,0.85779,0.43733,0.77308,1.05855,0.0001784,0.0001784,0.0001784
48,45.3348,0.27794,0.75685,0.89375,0.9952,1,0.995,0.85779,0.43733,0.77308,1.05855,0.0001388,0.0001388,0.0001388
49,46.2145,0.30917,0.74015,0.82088,0.9952,1,0.995,0.85779,0.43733,0.77308,1.05855,9.92e-05,9.92e-05,9.92e-05
50,47.114,0.3037,0.73406,0.92027,0.99489,1,0.995,0.86775,0.41183,0.75044,1.0453,5.96e-05,5.96e-05,5.96e-05
